file,version,size,date,decision,n,wr,avg_pnl,detail
v613_v603_independent_replay_audit_and_closure.json,613,2924,2026-07-25T12:03:09,V603_SEMANTIC_STATE_MACHINE_PASS__V611_V612_FROZEN_EXECUTION_NOT_PROMOTABLE__CLOSE_ECONOMIC_BRANCH_NO_VARIANTS_NO_PRODUCTION,63,,,
v613_v611_frozen_strict_t1_replay_latest.json,613,3188,2026-07-24T22:11:17,V613_FROZEN_REPLAY_GATE_FAIL__CLOSE_V611_ONTOLOGY_NO_VARIANTS,7240,,,
v614_v611_independent_metric_audit_and_closure_latest.json,614,3125,2026-07-24T22:12:44,CLOSED_ECONOMIC__V611_PROFIT_DISTRIBUTION_DEMAND_RETEST__NO_SELECTOR_TIMING_STOP_TARGET_HOLD_CALENDAR_SYMBOL_OR_THRESHOLD_VARIANTS,7240,,,
v618_v617_independent_raw_oracle_latest.json,618,1189,2026-07-24T22:32:22,V618_ORACLE_PASS__ONE_FROZEN_STRICT_T1_REPLAY_AUTHORIZED,,,,
v619_v617_frozen_strict_t1_replay_latest.json,619,3206,2026-07-24T22:32:39,V619_FROZEN_REPLAY_GATE_FAIL__CLOSE_V617_ONTOLOGY_NO_VARIANTS,3513,,,
v620_v617_independent_metric_audit_and_closure_latest.json,620,3164,2026-07-24T22:33:28,CLOSED_ECONOMIC__V617_CONTROLLING_HOLDER_PLEDGE_RELEASE_DEMAND_RETEST__NO_SELECTOR_TIMING_STOP_TARGET_HOLD_CALENDAR_SYMBOL_OR_THRESHOLD_VARIANTS,3513,,,
v622_v606_one_frozen_strict_t1_replay_latest.json,622,1807,2026-07-26T06:22:52,V622_FROZEN_REPLAY_COMPLETE__INDEPENDENT_AUDIT_REQUIRED__NO_VARIANTS_NO_PRODUCTION,11150,,,
v623_v622_independent_raw_oracle_latest.json,623,1198,2026-07-24T22:43:58,V623_ORACLE_PASS__ONE_FROZEN_STRICT_T1_REPLAY_AUTHORIZED,,,,
v623_v622_preliminary_replay_quarantine.json,623,973,2026-07-26T06:22:52+08:00,"PRELIMINARY_RUN_INVALID__QUARANTINED__ONE_CONTRACT_COMPLETE_REPLAY_STILL_REQUIRED | The preliminary V622 runner omitted the already-preregistered 20-trading-session close time stop in V606 execution_contract. It is contract-incomplete and must not be used for reporting, comparison, selection, or production decisions.",,,,
v624_v606_contract_complete_strict_t1_replay_latest.json,624,1861,2026-07-26T06:29:32,V624_CONTRACT_COMPLETE_FROZEN_REPLAY__INDEPENDENT_AUDIT_REQUIRED__NO_VARIANTS_NO_PRODUCTION,11150,,,
v624_v622_frozen_strict_t1_replay_latest.json,624,3227,2026-07-24T22:44:57,V624_FROZEN_REPLAY_GATE_FAIL__CLOSE_V622_ONTOLOGY_NO_VARIANTS,2698,,,
v625_v606_independent_replay_audit_and_closure.json,625,2093,2026-07-26T06:31:26,V606_SEMANTIC_STATE_MACHINE_PASS__V624_CONTRACT_COMPLETE_FROZEN_REPLAY_NOT_PROMOTABLE__CLOSE_ECONOMIC_BRANCH_NO_VARIANTS_NO_PRODUCTION,209,,,
v625_v622_independent_metric_audit_and_closure_latest.json,625,3197,2026-07-24T22:46:17,CLOSED_ECONOMIC__V622_CONTROLLING_HOLDER_PLEDGE_CREATION_SSL_EXHAUSTION__NO_SELECTOR_TIMING_STOP_TARGET_HOLD_CALENDAR_SYMBOL_OR_THRESHOLD_VARIANTS,2698,,,
v629_earnings_payload_full_coverage_pit_audit_latest.json,629,1873,,SOURCE_COVERAGE_FAIL__NO_ONTOLOGY_NO_SEED_NO_REPLAY_NO_PRODUCTION,,,,
v630_earnings_payload_full_coverage_pit_audit_latest.json,630,1943,,FULL_COVERAGE_AND_PIT_TRANSPORT_PASS__OUTCOME_BLIND_SEMANTIC_CATALOG_PREREGISTRATION_AUTHORIZED__NO_SEED_YET_NO_PRODUCTION,,,,
v638_turnaround_post_disclosure_smc_response_ontology_preregistration.json,638,10557,2026-07-26T12:07:00+08:00,V638_PREREGISTRATION_COMPLETE__OUTCOME_BLIND_SEED_GENERATION_AND_INDEPENDENT_ORACLE_ARE_THE_ONLY_NEXT_PERMITTED_ACTIONS__NO_PRODUCTION,,,,
v639_turnaround_event_universe_daily_ohlcv_source_audit_no_outcome.json,639,1876,,EVENT_UNIVERSE_SOURCE_PASS__V638_OUTCOME_BLIND_SEED_GENERATION_AUTHORIZED__NO_FULL_MARKET_OR_PRODUCTION_AUTHORIZATION,,,,
v640_turnaround_post_disclosure_outcome_blind_seed_latest.json,640,1772,2026-07-26T15:59:06,V640_SEED_SUPPORT_FAIL__CLOSE_V638_ONTOLOGY__NO_ORACLE_REPLAY_OR_PRODUCTION,,,,
v640_turnaround_post_disclosure_seed_latest.json,640,1914,2026-07-26T12:20:11,SEED_SUPPORT_FAIL__CLOSE_V638_ONTOLOGY_NO_ORACLE_NO_REPLAY,,,,
v641_turnaround_post_disclosure_independent_oracle_latest.json,641,1145,2026-07-26T16:00:53,V641_ORACLE_PASS_BUT_V640_SUPPORT_FAIL__CLOSE_V638_ONTOLOGY__NO_REPLAY_OR_PRODUCTION,,,,
v641_turnaround_post_disclosure_ontology_support_closure_no_outcome.json,641,2264,,V638_PIT_TURNAROUND_POST_DISCLOSURE_STRUCTURAL_ACCEPTANCE_RETEST__OUTCOME_BLIND_SUPPORT_FAIL__CLOSED_NO_VARIANTS_NO_REPLAY_NO_PRODUCTION,,,,
v644_v638_turnaround_post_disclosure_ontology_closure.json,644,2904,,CLOSED_SUPPORT_FAIL__PIT_TURNAROUND_TO_POST_DISCLOSURE_STRUCTURAL_ACCEPTANCE_RETEST__NO_REPLAY_NO_SCANNER_NO_PRODUCTION,,,,
v645_company_action_terms_source_qualification_closure_no_outcome.json,645,3260,2026-07-26T11:43:00,SOURCE_QUALIFICATION_FAIL__EARNINGS_TEXT_ARCHIVE_IS_NOT_A_COMPANY_ACTION_UNIVERSE__CLOSE_THIS_SOURCE_CANDIDATE__NO_SEMANTIC_CATALOG_NO_ONTOLOGY_NO_SEED_NO_REPLAY_NO_PRODUCTION,,,,
v646_cash_distribution_terms_raw_source_coverage_identity_audit_latest.json,646,1621,,SOURCE_QUALIFICATION_PASS__SEPARATE_BODY_TERM_SEMANTIC_CONTRACT_MAY_BE_PREREGISTERED__NO_MARKET_DATA,,,,
v648_cash_distribution_terms_raw_full_coverage_identity_audit_no_outcome.json,648,1560,2026-07-26T17:10:19,V642_SOURCE_GATE_PASS__SEPARATE_BODY_TERM_SEMANTIC_CONTRACT_AUTHORIZED__NO_MARKET_DATA,,,,
v651_explicit_cash_distribution_term_independent_oracle_latest.json,651,1311,2026-07-26T17:13:27,PRIMARY_AND_INDEPENDENT_ORACLE_AGREE__SEMANTIC_CATALOG_PASS__SEPARATE_CAUSAL_ONTOLOGY_PREREGISTRATION_REQUIRED_BEFORE_MARKET_DATA,,,,
v652_explicit_cash_distribution_post_disclosure_smc_response_ontology_preregistration.json,652,9652,,V652_CAUSAL_ONTOLOGY_PREREGISTERED__SOURCE_ONLY_DAILY_OHLCV_QUALIFICATION_AUTHORIZED__NO_SEED_NO_REPLAY_NO_PRODUCTION,,,,
v653_cash_distribution_event_daily_session_coverage_audit_no_outcome_latest.json,653,87329,2026-07-26T17:32:22,SOURCE_SESSION_COVERAGE_FAIL__CLOSE_V652_NO_SEED_NO_ORACLE_NO_REPLAY_NO_PRODUCTION,,,,
v654_two_sided_leverage_source_pit_audit_latest.json,654,1463,2026-08-12T18:33:44,V654_SOURCE_PIT_PASS__OUTCOME_BLIND_SEED_AUTHORIZED,,,,
v654_v652_cash_distribution_post_disclosure_source_coverage_closure.json,654,2526,,CLOSED_SOURCE_COVERAGE_FAIL__V652_EXPLICIT_CASH_DISTRIBUTION_TO_POST_DISCLOSURE_SMC_RESPONSE__NO_VARIANTS_NO_SEED_NO_REPLAY_NO_PRODUCTION,,,,
v656_v654_independent_raw_oracle_latest.json,656,1235,2026-07-29T21:04:26,V656_ORACLE_PASS__ONE_FROZEN_STRICT_T1_REPLAY_AUTHORIZED,,,,
v657_convertible_bond_metadata_enumeration_schema_audit_no_outcome.json,657,11225,2026-07-26T17:52:04,SOURCE_ENUMERATION_GATE_FAIL__GENERIC_EASTMONEY_ANNOUNCEMENT_METADATA_CANNOT_PROVE_FULL_CONVERTIBLE_CONVERSION_PRICE_TERM_UNIVERSE__CLOSE_SOURCE_CANDIDATE__NO_SEMANTIC_CATALOG_NO_MARKET_DATA,,,,
v657_v654_frozen_strict_t1_replay_latest.json,657,2525,2026-07-29T21:05:32,V657_FROZEN_REPLAY_GATE_FAIL__CLOSE_V654_ONTOLOGY_NO_VARIANTS,3959,,,
v659_frontier_reconciliation_after_v654_closure_20260730.json,659,4343,2026-07-30T15:22:00,CURRENT_AUTHORIZED_RESEARCH_FRONTIER_TERMINAL_AFTER_V654__EMPTY_BOOK_REMAINS__SOURCE_QUALIFICATION_ONLY,3959,,,
v65_release_gate.json,65,2102,,,143,88.81,20.035,
v65_sample_bias_audit.json,65,637,,,143,,,
v65_signal_sequence_audit.json,65,44548,,,143,,,
v65_t1_audit.json,65,142,,,143,,,
v65_trade_provenance_audit.json,65,186317,,,143,,,
v662_20260615_20260729_no_pick_root_cause_and_repair_audit.json,662,8348,2026-07-30T20:10:00+08:00,,,,,
v666_no_pick_root_cause_repair_research_frontier_closure_20260803.json,666,6918,2026-08-03T15:00:00,,,,,
v667_v517_prior_confirmed_canonical_ssl_repair_and_frozen_replay_closure_20260803.json,667,5817,2026-08-03T19:00:00,,3431,59.8225,1.5352,
v668_frontend_refresh_and_fail_closed_engineering_closure_20260803.json,668,2807,2026-08-03T20:38:11+08:00,ENGINEERING_SURFACES_AND_FAIL_CLOSED_RUNTIME_VERIFIED__NO_STRATEGY_LICENSE_CREATED,,,,
v66_daily_completeness_gate.json,66,1713,2026-06-19T13:04:36,,,,,
v66_extra_hard_gates.json,66,13153,2026-06-09T13:37:55,BLOCK_SIGNAL_CORRECTNESS_CLAIM,7,,-3.85,
v66_integrated_repair_closure.json,66,4317,2026-06-09T11:02:17,PASS,137,,4.01,
v66_live_execution_audit.json,66,991,2026-06-09T11:02:17,,,,,
v66_live_vs_backtest_gap_report.json,66,3190,2026-06-09T10:58:24,,137,,3.4,
v66_multi_retrace_rank_audit.json,66,95384,,,137,,20.968,
v66_ob_loss_bucket_audit.json,66,14710,,,7,,-3.85,
v66_release_gate.json,66,3614,,,137,90.51,20.649,
v66_sample_bias_audit.json,66,724,,,137,,,
v66_signal_semantic_audit.json,66,99545,,,137,,,
v66_signal_sequence_audit.json,66,42688,,,137,,,
v66_t1_audit.json,66,142,,,137,,,
v66_trade_provenance_audit.json,66,178517,,,137,,,
v670_institutional_survey_legacy_report_source_recovery_preregistration.json,670,2276,2026-08-03T20:35:00+08:00,,,,,
v671_institutional_survey_post_disclosure_absorption_closure_20260805.json,671,3063,2026-08-05T20:48:00+08:00,V671_SOURCE_SUPPORT_GATE_FAIL__CLOSE_ONTOLOGY__NO_ORACLE_NO_REPLAY_NO_SCANNER_NO_VARIANTS,,,,
v671_institutional_survey_post_disclosure_absorption_support_gate_20260805.json,671,2603,2026-08-05T20:34:18,V671_SUPPORT_GATE_FAIL__CLOSE_EVENT_ONTOLOGY__NO_ORACLE_NO_REPLAY_NO_VARIANTS,,,,
v671_institutional_survey_to_post_disclosure_absorption_preregistration.json,671,4036,2026-08-03T21:00:00+08:00,,,,,
v677_three_timeframe_semantic_source_audit_latest.json,677,2009,2026-08-10T16:36:16,V677_SOURCE_AND_SEMANTIC_AUDIT_PASS__OUTCOME_BLIND_STATE_MACHINE_SEEDS_ALLOWED,,,,
v677_weekly_daily_m60_pure_smc_source_audit_latest.json,677,7368,2026-08-10T15:33:57,V677_SOURCE_AGGREGATION_SEMANTIC_PASS__V678_ALLOWED,,,,
v679_independent_wdh_identity_oracle_latest.json,679,1427,2026-08-10T23:12:06,V679_INDEPENDENT_ORACLE_IDENTITIES_READY__COMPARE_TO_FROZEN_V678,,,,
v67_directional_edge_gate.json,67,2601,2026-06-09T14:24:28,BLOCK_DIRECTIONAL_EDGE,90551,,,
v67_failure_bar_replay_samples.json,67,31281,,(list),,,,
v67_promotion_gate.json,67,4345,2026-06-09T14:25:35,ROLLBACK_KEEP_V66,90551,41.15,0.717,
v67_signal_semantic_gate.json,67,292170,,,90551,,,
v681_one_frozen_t1_structure_replay_latest.json,681,2807,2026-08-11T14:04:42,V681_FROZEN_REPLAY_FAIL__CLOSE_ONTOLOGY__NO_VARIANTS,,,,
v681_single_frozen_t1_structure_replay_latest.json,681,1940,2026-08-11T13:43:57,V681_FROZEN_REPLAY_GATE_FAILED__CLOSE_ONTOLOGY__PRODUCTION_EMPTY_BOOK,38,,0.13746319859615908,
v681_single_frozen_wdh_strict_t1_replay_latest.json,681,4239,2026-08-11T15:16:58,V681_FULL_CHAIN_REPLAY_GATE_FAIL__CLOSE_WDH_ONTOLOGY_NO_VARIANTS,1161,,1.325,
v682_independent_frozen_replay_metric_audit_latest.json,682,1762,2026-08-11T13:48:50,V682_INDEPENDENT_AUDIT_CONFIRMS_V681_GATE_FAIL__CLOSE_ONTOLOGY__EMPTY_BOOK,1579,,0.13746319859615908,
v682_v681_frozen_replay_postmortem_latest.json,682,9291,2026-08-11T15:23:08,V682_POSTMORTEM_COMPLETE__V676_WDH_ONTOLOGY_CLOSED,1161,,,
v683_wdh_lifecycle_cancellation_audit_latest.json,683,49546,2026-08-11T15:29:39,V683_LIFECYCLE_INVARIANT_FAIL__V678_V679_IDENTITIES_INVALID_FOR_REPLAY,,,,
v685_independent_lifecycle_safe_wdh_identity_oracle_latest.json,685,1430,2026-08-11T16:24:44,V685_INDEPENDENT_LIFECYCLE_ORACLE_IDENTITIES_READY__COMPARE_TO_FROZEN_V684,,,,
v688_independent_unique_liquidity_identity_oracle_latest.json,688,1430,2026-08-11T20:24:20,V688_INDEPENDENT_UNIQUE_LIQUIDITY_IDENTITIES_READY__COMPARE_TO_FROZEN_V687,,,,
v68_directional_edge_gate.json,68,2601,2026-06-09T14:42:17,BLOCK_DIRECTIONAL_EDGE,1657,,,
v68_promotion_gate.json,68,4738,2026-06-09T14:43:00,ROLLBACK_KEEP_V66,1657,34.94,0.238,
v68_signal_semantic_gate.json,68,314541,,,1657,,,
v690_v687_outcome_blind_support_gate_latest.json,690,612,2026-08-11T20:24:45,V690_SUPPORT_FAIL__CLOSE_V687_WITHOUT_REPLAY__EMPTY_BOOK | The full pre-outcome identity universe is below the predeclared n>=1000 support floor; no replay can create support and subset selection is forbidden.,,,,
v694_short_covering_source_coverage_pit_audit.json,694,2213,2026-08-12T06:29:00,SOURCE_COVERAGE_AND_PIT_PASS_FOR_V694_2023_2025__OUTCOME_BLIND_SEED_GENERATION_AUTHORIZED,,,,
v695_v694_short_covering_frontier_closure_latest.json,695,2634,2026-08-13T18:53:37,V695_V694_SUPPORT_FAIL__CLOSE_SHORT_COVERING_ONTOLOGY_WITHOUT_ORACLE_OR_REPLAY__EMPTY_BOOK,,,,
v697_pure_smc_ssl_reclaim_seed_gate_latest.json,697,2129,2026-08-14T16:34:56,V697_SUPPORT_PASS__INDEPENDENT_ORACLE_REQUIRED_BEFORE_SINGLE_FROZEN_T1_REPLAY,18318,,,
v698_pure_smc_ssl_reclaim_oracle_latest.json,698,971,2026-08-14T16:37:12,V698_ORACLE_PASS__SINGLE_FROZEN_T1_REPLAY_ALLOWED,,,,
v699_pure_smc_ssl_reclaim_frozen_t1_replay_latest.json,699,6641,2026-08-14T16:38:54,V699_FROZEN_REPLAY_FAIL__CLOSE_ONTOLOGY__NO_VARIANTS,17600,53.3011,1.175,
v699_pure_smc_ssl_reclaim_replay_latest.json,699,6631,2026-08-14T16:40:36,V699_FROZEN_REPLAY_FAIL__CLOSE_ONTOLOGY__NO_VARIANTS,17600,53.3011,1.175,
v69_missing_gates_audit.json,69,20143,2026-06-09T14:57:30,NEEDS_FULL_ENGINE_AND_EDGE_RERUN,1657,34.94,0.238,
v69_missing_gates_directional_edge.json,69,19052,2026-06-09T14:59:10,,25,,,
v71_anti_live_sl_report.json,71,1527,2026-06-09T15:33:52,,62,90.51,20.649,
v71_gate_contribution_analysis.json,71,7076,,,137,90.51,20.65,
v72_layered_audit.json,72,6010,,,250,84.4,18.84,
full_sync_closure_20260619.md,?,2042,,SMC Full Sync Closure 2026-06-19,,,,
historical_smc_research_integrity_audit_20260814.md,?,8437,,SMC 历史研究完整性审计（只读）,,,,
v104_strict_reclaim_closure_20260618.md,104,1359,,V104 Strict Reclaim Closure Audit || 不晋级。V104 修正了 reclaim-confirmed entry 语义，但策略表现和月度稳定性不足。,,,0.4248,
v105_matrix_closure_20260618.md,105,2449,,V105 Matrix Closure || V105矩阵证明短周期微止盈能把统计拉过线，但这不是SMC结构交易，不能生产晋级。,,,,
v106_signal_market_closure_20260618.md,106,1082,,V106 Signal / Market Closure || V106仍不晋级。最佳结构出场方案WR 68%、稳定月7，低于晋级门槛；下一步必须做V107市场状态层重建。,,,,
v107_tradeable_regime_audit_20260619.md,107,2470,,V107 TRADEABLE_REGIME Audit (research-only) || **RESEARCH_ONLY_NOT_PROMOTED**,,,,
v107b_signal_semantic_audit_20260619.md,107b,5521,,V107B Signal Semantic Audit || **RESEARCH_ONLY_NOT_PROMOTED**,,,,
v107c_monthly_report_20260619.md,107c,4086,,V107C Monthly Report,,,,
v110_range_transition_dedup_failure_audit_20260619.md,110,3073,,V110 RANGE_TRANSITION Dedup + Failure Audit || **RESEARCH_ONLY_NOT_PROMOTED**,,,,
v111_wait_structure_ontology_audit_20260619.md,111,2431,,V111 WAIT Structure Ontology Audit || **RESEARCH_ONLY_NOT_PROMOTED**,,,,
v112_range_transition_generator_audit_20260619.md,112,2812,,V112 RANGE_TRANSITION Generator Audit || **RESEARCH_ONLY_NOT_PROMOTED**,,,,
v113_mature_transition_loss_audit_20260619.md,113,2698,,V113 Mature RANGE_TRANSITION Loss Audit || **RESEARCH_ONLY_NOT_PROMOTED**,,,,
v114_fvg_demand_source_audit_20260619.md,114,5921,,V114 FVG_Demand Source Construction Audit || **RESEARCH_ONLY_NOT_PROMOTED**,,,,
v115_fvg_source_label_fullsample_audit_20260619.md,115,6861,,V115 FVG Source Label Full-Sample Audit || **RESEARCH_ONLY_NOT_PROMOTED**,,,,
v116_source_quality_gate_simulation_20260619.md,116,12460,,V116 Source-Quality-Gate Simulation || **RESEARCH_ONLY_GATE_DIRECTION_VALIDATED_NOT_PROMOTED**,,,,
v117_source_gate_shadow_contract_audit_20260619.md,117,2616,,V117 Source Gate Shadow Contract Audit || **RESEARCH_ONLY_SHADOW_CONTRACT_BLOCKED_FIELD_PROPAGATION_REQUIRED** || `family == CONTINUATION AND retrace_pct >= 95 AND fvg_mid_body_atr < 0.65`,,,,
v146_v144_readonly_preview_audit_20260621.md,146,3320,,V146 V144 Dry-run 只读前端预览闭环审计,,,,
v165_direction_gap_audit_20260623.md,165,3802,,V165 研究方向闭环审计（基于V164 dry-run复跑）,,,,
v356_historical_lifecycle_effect_report.md,356,5386,,V351–V356 日线候选生命周期：逐年逐月历史效果（非交易回测）,,,,
v360_research_closure_20260712.md,360,4291,,V360 日线 Continuation 研究闭环（2026-07-12）,,,,
v367_research_closure_and_next_direction_20260711.md,367,6209,,V367 SMC 研究闭环与下一方向（2026-07-11）,,,,
v378_full_history_intraday_semantic_frontier_closure_20260712.md,378,4927,,V378 全历史 60min 语义前沿闭环（2026-07-12） || 语义与执行都已闭环，但经济质量远低于固定门禁，关闭 `SSL→最近swing MSS→OB` 60min 分支。,,,,
v382_true_mtf_predefined_gate_closure_20260712.md,382,3872,,V382 同源 Raw Daily → 60min 真 MTF 闭环验收（2026-07-12） || 数据层满足“全市场逐股可解释覆盖 + 异常隔离”。,,,,
v394_research_frontier_closure_20260712.md,394,3674,,V394 PIT 龙虎榜研究闭环（2026-07-12）,,,,
v419_structure_flip_expansion_closure_report.md,419,1632,,V419 结构翻转与二次扩张闭环审计,,,,
v517_frozen_replay_failure_attribution_20260806.md,517,6014,,V517 冻结回放失败归因（只读，2026-08-06） || 2025 的强势并非少数个股集中制造；它是广泛的市场/形态分布条件下发生的结果。不能将 2025 当作一般化证据。,,,,
v537_daily_ohlcv_frontier_inventory_and_closure_20260721.md,537,4933,,V537 日线 OHLCV / SMC 研究前沿库存与闭环（2026-07-21）,,,0.50,
v538_v517_lineage_reconciliation_and_frontier_closure_20260721.md,538,4917,,V538：V517–V523 证据谱系复核与研究前沿闭环（2026-07-21）,,,,
v65_release_gate.md,65,2135,,V65 Release Gate,,,,
v65_signal_sequence_audit.md,65,232,,V65 Signal Sequence Audit,,,,
v65_trade_provenance_audit.md,65,435,,V65 Trade Provenance Audit,,,,
v66_complete_execution_report.md,66,6306,,V66 完整差距分析与修复方案（执行总结报告）,,,,
v66_daily_completeness_gate.md,66,1757,,V66 Daily Completeness Gate,,,,
v66_detailed_backtest_report.md,66,14681,,V66 详细回测报告,,,,
v66_extra_hard_gates.md,66,13190,,V66 Extra Hard Gates,,,,
v66_field_semantic_closure_report.md,66,2873,,V66 Field + Semantic Closure Report,,,,
v66_frontend_realtime_field_closure_continued.md,66,2464,,V66 Frontend/Realtime Field Closure — Continued Verification,,,,
v66_gap_closure_execution_report.md,66,5498,,V66 缺口补齐审计结果 || - OB亏损不是单一止损参数问题，而是 zone 质量、entry 离 zone 过远、SL 与 zone 边界不一致、gap 穿透共同造成。 || - 现有 V66/V65 是在 V64/V59 历史交易结果上做 gate overlay，并未重新生成 Pine/LuxAlgo 严格信号。 || - OB 只应保留 rank0/首次触发；OB rank>=1 明显劣化，尤其 rank2+ 样本虽少但风险不可忽略。 || - 每日全市场覆盖已具备硬门禁，不再只是口头说明。,,,,
v66_integrated_repair_closure.md,66,3449,,V66 全流程修复闭环报告,,,,
v66_live_vs_backtest_gap_report.md,66,2680,,V66 实盘 vs 回测差异根因报告,,,,
v66_multi_retrace_rank_audit.md,66,2802,,V66 Multi-Retrace Rank Audit,,,,
v66_ob_loss_bucket_audit.md,66,2271,,V66 OB Loss Bucket Audit,,,,
v66_phase0_phase1_execution_report.md,66,5640,,V66 完整差距分析与修复方案（修复后验证报告）,,,,
v66_release_gate.md,66,3647,,V66 Release Gate,,,,
v66_signal_semantic_audit.md,66,11583,,V66 Signal Semantic Audit,,,,
v66_signal_sequence_audit.md,66,232,,V66 Signal Sequence Audit,,,,
v66_smc_methodology_closure_check.md,66,5569,,V66 SMC 闭环确认与未覆盖项 || - 当前最强桶是 FVG_Bull → BOS_Bull / REENTRY。,,,,
v66_trade_provenance_audit.md,66,435,,V66 Trade Provenance Audit,,,,
v67_promotion_gate.md,67,4380,,V67 Promotion Gate,,,,
v67_signal_semantic_gate.md,67,381,,V67 Signal Semantic Gate,,,,
v67_strict_registry_execution_report.md,67,3221,,V67 Strict Registry 执行与回退报告 || strict registry 的 OB/FVG/BOS/CHOCH 字段链路已经满足机器语义审计。 || 没有找到满足生产阈值的主组合子集；严格语义本身不能直接等价于可交易优势。,,,,
v681_single_frozen_t1_structure_replay_preregistration_20260810.md,681,2128,,V681：唯一冻结严格 T+1 结构执行回放预注册（2026-08-10）,,,,
v683_wdh_pure_smc_frozen_replay_closure_20260811.md,683,2039,,V683：周线→日线→60m 纯 SMC 状态机本体冻结闭环（2026-08-11）,,44.858,+0.1375,PF=1.0848
v686_v684_v685_identity_differential_closure_20260811.md,686,2134,,V686：V684/V685 生命周期安全链的身份差分失败——关闭 V684（2026-08-11）,,,,
v68_direction_classifier_execution_report.md,68,4569,,V68 Direction Classifier Execution Report || `ROLLBACK_KEEP_V66`.,,,,
v68_promotion_gate.md,68,4773,,V68 Promotion Gate,,,,
v68_signal_semantic_gate.md,68,377,,V68 Signal Semantic Gate,,,,
v691_v687_unique_liquidity_support_closure_20260811.md,691,1643,,V691：V687 唯一流动性参考本体闭环（2026-08-11）,,,,
v69_five_missing_gates_execution_report.md,69,3673,,V69 五项遗漏门禁验证报告,,,,
v69_missing_gates_audit.md,69,2250,,V69 Missing Gates Audit,,,,
v71_anti_live_sl_execution_report.md,71,2104,,V71 Anti Live SL Gate 执行报告,,,,
v71_sample_bias_and_gate_relaxation.md,71,3593,,V71 样本偏差与门禁放宽审计 || V71 的主要有效机制是 `SL buffer below zone_low`，不是 entry/risk/gap 门禁。,,,,
v72_layered_audit.md,72,1301,,V72 分层扩容审计,,,,
