symbol,entry_date,src,year,month,combo,sub_signals,rank,board,buy_date,buy_price,sell_date,sell_price,net_pnl_pct,hold_bars,reason,tp,sl,risk_pct,mfe_pct,mae_pct,rr_exit,trend_state,breakout_date,breakout_price,breakout_kind,retrace_price,retrace_state,retrace_signal,stage_span,adx_span,last_event_kind,last_event_date,events_tail,j_p_valid,j_trend,j_trend_conf,j_timing,j_timing_conf,j_tpsl,j_tpsl_conf,j_direction,j_direction_conf
603365.SH,20240926,EVENT,2024,202409,insider-event,"[{""name"": ""披露日"", ""date"": ""20240925"", ""detail"": ""水星家纺:上海水星家用纺织品股份有限公司关于以集中竞价交易方式首次回购股份的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20240926"", ""detail"": ""次日开盘/回踩0.99限价""}]",4,SH_MAIN,20240926,10.245,20241008,12.385,20.4467,3,TP2_RUNNER,12.385,8.712,14.962,36.21278672523183,6.8326012689116755,1.396,up,20240924,9.495,CHoCH↑,10.115,no_retrace,尚未回踩,33,19,CHoCH↑,20240924,"[{""date"": ""20240820"", ""kind"": ""CHoCH↓"", ""level"": 11.165}, {""date"": ""20240913"", ""kind"": ""BOS↓"", ""level"": 9.025}, {""date"": ""20240924"", ""kind"": ""CHoCH↑"", ""level"": 9.495}]",0.54,mild_up,0.51,1.63,0.32,tp_sys_ok,0.79,up,0.39
688448.SH,20240926,EVENT,2024,202409,insider-event,"[{""name"": ""披露日"", ""date"": ""20240925"", ""detail"": ""磁谷科技:关于以集中竞价交易方式回购股份方案的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20240926"", ""detail"": ""次日开盘/回踩0.99限价""}]",5,KCB,20240926,12.185,20240930,13.904,10.7654,2,TP2_RUNNER,13.904,10.732,11.922,25.178498153467377,3.7669265490356985,1.183,down,20240906,11.947,BOS↓,12.718,retrace_fail,反抽收复(破位失败),1,21,BOS↓,20240906,"[{""date"": ""20240704"", ""kind"": ""BOS↓"", ""level"": 12.97}, {""date"": ""20240819"", ""kind"": ""BOS↓"", ""level"": 12.6}, {""date"": ""20240906"", ""kind"": ""BOS↓"", ""level"": 11.947}]",0.33,strong_down,0.66,1.91,0.52,tp_sys_ok,0.53,down,0.52
688573.SH,20240926,EVENT,2024,202409,insider-event,"[{""name"": ""披露日"", ""date"": ""20240925"", ""detail"": ""信宇人:关于以集中竞价交易方式回购公司股份比例达到总股本1%暨回购进展公告""}, {""name"": ""入场(T+1)"", ""date"": ""20240926"", ""detail"": ""次日开盘/回踩0.99限价""}]",4,KCB,20240926,13.39,20241021,16.29,19.0012,12,TIME_STOP,20.49,12.973,3.115,48.991784914115,3.8834951456310662,6.952,down,20240918,13.25,BOS↓,13.75,retrace_fail,反抽收复(破位失败),18,32,BOS↓,20240918,"[{""date"": ""20240722"", ""kind"": ""CHoCH↓"", ""level"": 19.08}, {""date"": ""20240805"", ""kind"": ""BOS↓"", ""level"": 18.12}, {""date"": ""20240918"", ""kind"": ""BOS↓"", ""level"": 13.25}]",0.31,strong_down,0.72,1.88,0.51,tp_sys_ok,0.52,down,0.69
688612.SH,20240926,EVENT,2024,202409,insider-event,"[{""name"": ""披露日"", ""date"": ""20240925"", ""detail"": ""威迈斯:东方证券股份有限公司关于深圳威迈斯新能源(集团)股份有限公司以集中竞价交""}, {""name"": ""入场(T+1)"", ""date"": ""20240926"", ""detail"": ""次日开盘/回踩0.99限价""}]",5,KCB,20240926,18.293,20240930,23.248,19.2173,2,TP2_RUNNER,23.248,16.113,11.918,32.71583679636498,6.640602365247883,2.273,down,20240724,22.738,BOS↓,23.248,retrace_ok,反抽受限(延续下跌),38,40,BOS↓,20240724,"[{""date"": ""20240624"", ""kind"": ""BOS↓"", ""level"": 25.518}, {""date"": ""20240702"", ""kind"": ""BOS↓"", ""level"": 24.558}, {""date"": ""20240724"", ""kind"": ""BOS↓"", ""level"": 22.738}]",0.27,strong_down,0.76,1.76,0.65,tp_sys_ok,0.56,down,0.68
600975.SH,20241010,EVENT,2024,202410,insider-event,"[{""name"": ""披露日"", ""date"": ""20241009"", ""detail"": ""新五丰:湖南新五丰股份有限公司关于公司股东增持公司股份计划的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20241010"", ""detail"": ""次日开盘/回踩0.99限价""}]",7,SH_MAIN,20241010,6.21,20241028,6.37,2.1715,12,TIME_STOP,6.74,4.902,21.055,6.602254428341392,-3.3816425120772986,0.122,up,20240926,5.63,CHoCH↑,5.79,no_retrace,尚未回踩,3,25,CHoCH↑,20240926,"[{""date"": ""20240822"", ""kind"": ""BOS↓"", ""level"": 5.64}, {""date"": ""20240913"", ""kind"": ""BOS↓"", ""level"": 5.23}, {""date"": ""20240926"", ""kind"": ""CHoCH↑"", ""level"": 5.63}]",0.46,mild_up,0.51,1.21,0.31,tp_sys_ok,0.84,unknown,0.4
002302_SZ.SZ,20241011,CONT,2024,202410,,,3,SZ_MAIN,,,,,3.6571,,,,,,,,,up,20240926,5.9,BOS↑,6.05,no_retrace,尚未回踩,,,BOS↑,20240926,"[{""date"": ""20240821"", ""kind"": ""CHoCH↓"", ""level"": 5.0}, {""date"": ""20240826"", ""kind"": ""CHoCH↑"", ""level"": 5.51}, {""date"": ""20240926"", ""kind"": ""BOS↑"", ""level"": 5.9}]",0.39,strong_up,0.47,0.73,0.68,tp_sys_ok,0.87,up,0.41
600239_SH.SH,20241011,CONT,2024,202410,,,3,SH_MAIN,,,,,-2.3661,,,,,,,,,up,20240919,1.93,CHoCH↑,1.93,retrace_ok,回踩到位(接多窗口),,,CHoCH↑,20240919,"[{""date"": ""20240724"", ""kind"": ""BOS↓"", ""level"": 1.89}, {""date"": ""20240823"", ""kind"": ""BOS↓"", ""level"": 1.86}, {""date"": ""20240919"", ""kind"": ""CHoCH↑"", ""level"": 1.93}]",0.49,mild_up,0.75,1.59,0.32,tp_sys_ok,0.89,up,0.54
600322_SH.SH,20241011,CONT,2024,202410,,,3,SH_MAIN,,,,,0.8417,,,,,,,,,up,20240919,1.36,CHoCH↑,1.34,retrace_ok,回踩到位(接多窗口),,,CHoCH↑,20240919,"[{""date"": ""20240815"", ""kind"": ""BOS↑"", ""level"": 1.43}, {""date"": ""20240826"", ""kind"": ""CHoCH↓"", ""level"": 1.31}, {""date"": ""20240919"", ""kind"": ""CHoCH↑"", ""level"": 1.36}]",0.51,mild_up,0.64,1.75,0.21,tp_sys_ok,0.88,up,0.5
600397_SH.SH,20241011,CONT,2024,202410,,,3,SH_MAIN,,,,,3.6627,,,,,,,,,up,20240919,1.9,BOS↑,1.9,retrace_ok,回踩到位(接多窗口),,,BOS↑,20240919,"[{""date"": ""20240710"", ""kind"": ""BOS↓"", ""level"": 1.75}, {""date"": ""20240731"", ""kind"": ""CHoCH↑"", ""level"": 1.82}, {""date"": ""20240919"", ""kind"": ""BOS↑"", ""level"": 1.9}]",0.54,strong_up,0.39,1.61,0.28,tp_sys_ok,0.89,up,0.57
600835_SH.SH,20241011,CONT,2024,202410,,,3,SH_MAIN,,,,,21.0604,,,,,,,,,up,20240924,10.65,CHoCH↑,10.88,no_retrace,尚未回踩,,,CHoCH↑,20240924,"[{""date"": ""20240812"", ""kind"": ""BOS↑"", ""level"": 10.94}, {""date"": ""20240909"", ""kind"": ""CHoCH↓"", ""level"": 10.03}, {""date"": ""20240924"", ""kind"": ""CHoCH↑"", ""level"": 10.65}]",0.37,mild_up,0.54,0.73,0.63,tp_sys_ok,0.86,up,0.37
000683.SZ,20241014,EVENT,2024,202410,insider-event,"[{""name"": ""披露日"", ""date"": ""20241011"", ""detail"": ""远兴能源:关于实际控制人增持公司股份的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20241014"", ""detail"": ""次日开盘/回踩0.99限价""}]",3,SZ_MAIN,20241014,5.51,20241029,5.96,7.7509,11,TP2_RUNNER,5.96,4.127,25.104,14.156079854809445,-2.5408348457350183,0.325,up,20240927,5.25,CHoCH↑,5.4,no_retrace,尚未回踩,20,29,CHoCH↑,20240927,"[{""date"": ""20240717"", ""kind"": ""BOS↓"", ""level"": 6.17}, {""date"": ""20240815"", ""kind"": ""BOS↓"", ""level"": 5.61}, {""date"": ""20240927"", ""kind"": ""CHoCH↑"", ""level"": 5.25}]",0.55,mild_up,0.69,1.61,0.4,tp_sys_ok,0.82,up,0.34
002058_SZ.SZ,20241014,CONT,2024,202410,,,3,SZ_MAIN,,,,,52.0751,,,,,,,,,up,20240925,8.38,BOS↑,8.37,retrace_ok,回踩到位(接多窗口),,,BOS↑,20240925,"[{""date"": ""20240822"", ""kind"": ""CHoCH↓"", ""level"": 7.05}, {""date"": ""20240910"", ""kind"": ""CHoCH↑"", ""level"": 7.51}, {""date"": ""20240925"", ""kind"": ""BOS↑"", ""level"": 8.38}]",0.59,strong_up,0.44,1.89,0.39,tp_sys_ok,0.91,up,0.42
301165_SZ.SZ,20241014,CONT,2024,202410,,,3,CYB,,,,,12.8121,,,,,,,,,up,20240926,16.091,BOS↑,16.77,no_retrace,尚未回踩,,,BOS↑,20240926,"[{""date"": ""20240813"", ""kind"": ""CHoCH↑"", ""level"": 15.005}, {""date"": ""20240910"", ""kind"": ""BOS↑"", ""level"": 15.897}, {""date"": ""20240926"", ""kind"": ""BOS↑"", ""level"": 16.091}]",0.34,strong_up,0.69,0.55,0.51,tp_sys_ok,0.88,up,0.45
600281_SH.SH,20241014,CONT,2024,202410,,,3,SH_MAIN,,,,,12.3683,,,,,,,,,up,20240930,3.21,BOS↑,3.14,retrace_ok,回踩到位(接多窗口),,,BOS↑,20240930,"[{""date"": ""20240823"", ""kind"": ""BOS↓"", ""level"": 2.57}, {""date"": ""20240910"", ""kind"": ""CHoCH↑"", ""level"": 2.88}, {""date"": ""20240930"", ""kind"": ""BOS↑"", ""level"": 3.21}]",0.6,strong_up,0.5,1.85,0.38,tp_sys_ok,0.9,up,0.59
002178_SZ.SZ,20241015,CONT,2024,202410,,,3,SZ_MAIN,,,,,27.9184,,,,,,,,,up,20240923,3.63,BOS↑,3.57,retrace_ok,回踩到位(接多窗口),,,BOS↑,20240923,"[{""date"": ""20240822"", ""kind"": ""CHoCH↓"", ""level"": 3.26}, {""date"": ""20240827"", ""kind"": ""CHoCH↑"", ""level"": 3.45}, {""date"": ""20240923"", ""kind"": ""BOS↑"", ""level"": 3.63}]",0.58,mild_up,0.41,1.64,0.28,tp_sys_ok,0.89,up,0.47
002512_SZ.SZ,20241015,CONT,2024,202410,,,3,SZ_MAIN,,,,,1.2706,,,,,,,,,up,20240927,3.67,BOS↑,3.87,no_retrace,尚未回踩,,,BOS↑,20240927,"[{""date"": ""20240730"", ""kind"": ""CHoCH↑"", ""level"": 3.12}, {""date"": ""20240911"", ""kind"": ""BOS↑"", ""level"": 3.35}, {""date"": ""20240927"", ""kind"": ""BOS↑"", ""level"": 3.67}]",0.34,strong_up,0.72,0.61,0.57,tp_sys_ok,0.87,up,0.37
002755_SZ.SZ,20241015,CONT,2024,202410,,,3,SZ_MAIN,,,,,3.152,,,,,,,,,up,20240930,11.02,CHoCH↑,11.87,no_retrace,尚未回踩,,,CHoCH↑,20240930,"[{""date"": ""20240830"", ""kind"": ""CHoCH↓"", ""level"": 10.68}, {""date"": ""20240920"", ""kind"": ""BOS↓"", ""level"": 10.28}, {""date"": ""20240930"", ""kind"": ""CHoCH↑"", ""level"": 11.02}]",0.37,mild_up,0.55,0.72,0.66,tp_sys_ok,0.87,up,0.34
300036_SZ.SZ,20241015,CONT,2024,202410,,,3,CYB,,,,,-4.2573,,,,,,,,,up,20240923,13.421,CHoCH↑,13.181,retrace_ok,回踩到位(接多窗口),,,CHoCH↑,20240923,"[{""date"": ""20240730"", ""kind"": ""CHoCH↑"", ""level"": 13.581}, {""date"": ""20240822"", ""kind"": ""CHoCH↓"", ""level"": 13.401}, {""date"": ""20240923"", ""kind"": ""CHoCH↑"", ""level"": 13.421}]",0.54,mild_up,0.59,1.75,0.21,tp_sys_ok,0.9,up,0.42
300188_SZ.SZ,20241015,CONT,2024,202410,,,3,CYB,,,,,5.4081,,,,,,,,,up,20240920,10.93,CHoCH↑,11.02,no_retrace,尚未回踩,,,CHoCH↑,20240920,"[{""date"": ""20240812"", ""kind"": ""CHoCH↓"", ""level"": 10.83}, {""date"": ""20240821"", ""kind"": ""BOS↓"", ""level"": 10.57}, {""date"": ""20240920"", ""kind"": ""CHoCH↑"", ""level"": 10.93}]",0.37,mild_up,0.58,0.62,0.55,tp_sys_ok,0.88,up,0.33
600602_SH.SH,20241015,CONT,2024,202410,,,3,SH_MAIN,,,,,-2.5839,,,,,,,,,up,20240919,9.732,CHoCH↑,9.782,no_retrace,尚未回踩,,,CHoCH↑,20240919,"[{""date"": ""20240731"", ""kind"": ""CHoCH↑"", ""level"": 10.802}, {""date"": ""20240812"", ""kind"": ""CHoCH↓"", ""level"": 9.922}, {""date"": ""20240919"", ""kind"": ""CHoCH↑"", ""level"": 9.732}]",0.39,mild_up,0.57,0.8,0.69,tp_sys_ok,0.87,unknown,0.37
600877_SH.SH,20241015,CONT,2024,202410,,,3,SH_MAIN,,,,,7.8692,,,,,,,,,up,20240927,11.74,BOS↑,12.16,no_retrace,尚未回踩,,,BOS↑,20240927,"[{""date"": ""20240909"", ""kind"": ""BOS↓"", ""level"": 9.91}, {""date"": ""20240919"", ""kind"": ""CHoCH↑"", ""level"": 10.5}, {""date"": ""20240927"", ""kind"": ""BOS↑"", ""level"": 11.74}]",0.34,strong_up,0.57,0.61,0.57,tp_sys_ok,0.86,up,0.47
601872.SH,20241015,EVENT,2024,202410,insider-event,"[{""name"": ""披露日"", ""date"": ""20241014"", ""detail"": ""招商轮船:招商轮船关于公司董事长提议回购公司股份的提示性公告""}, {""name"": ""入场(T+1)"", ""date"": ""20241015"", ""detail"": ""次日开盘/回踩0.99限价""}]",3,SH_MAIN,20241015,6.865,20241031,6.234,-9.5685,12,TIME_STOP,8.254,5.361,21.907,-2.049045400646199,-11.226484632887857,-0.419,down,20240829,7.344,CHoCH↓,8.254,retrace_ok,反抽受限(延续下跌),20,23,CHoCH↓,20240829,"[{""date"": ""20240805"", ""kind"": ""BOS↓"", ""level"": 6.986}, {""date"": ""20240816"", ""kind"": ""CHoCH↑"", ""level"": 7.384}, {""date"": ""20240829"", ""kind"": ""CHoCH↓"", ""level"": 7.344}]",0.34,mild_down,0.37,1.95,0.71,tp_sys_ok,0.54,down,0.58
601975.SH,20241015,EVENT,2024,202410,insider-event,"[{""name"": ""披露日"", ""date"": ""20241014"", ""detail"": ""招商南油:招商南油关于控股股东增持公司股份计划的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20241015"", ""detail"": ""次日开盘/回踩0.99限价""}]",5,SH_MAIN,20241015,3.31,20241031,3.303,-0.5979,12,TIME_STOP,3.783,2.622,20.767,1.614409122635263,-5.335134171508682,-0.01,up,20240927,3.103,CHoCH↑,3.073,retrace_ok,回踩到位(接多窗口),10,40,CHoCH↑,20240927,"[{""date"": ""20240822"", ""kind"": ""BOS↓"", ""level"": 2.973}, {""date"": ""20240904"", ""kind"": ""BOS↓"", ""level"": 2.933}, {""date"": ""20240927"", ""kind"": ""CHoCH↑"", ""level"": 3.103}]",0.64,mild_up,0.48,2.55,0.55,tp_sys_ok,0.88,up,0.46
603106_SH.SH,20241015,CONT,2024,202410,,,3,SH_MAIN,,,,,48.5342,,,,,,,,,up,20240923,4.96,BOS↑,5.74,no_retrace,尚未回踩,,,BOS↑,20240923,"[{""date"": ""20240910"", ""kind"": ""CHoCH↑"", ""level"": 4.5}, {""date"": ""20240912"", ""kind"": ""BOS↑"", ""level"": 4.71}, {""date"": ""20240923"", ""kind"": ""BOS↑"", ""level"": 4.96}]",0.34,strong_up,0.68,0.55,0.52,tp_sys_ok,0.82,up,0.47
688038_SH.SH,20241015,CONT,2024,202410,,,3,KCB,,,,,-1.5015,,,,,,,,,up,20240924,8.89,BOS↑,9.11,no_retrace,尚未回踩,,,BOS↑,20240924,"[{""date"": ""20240812"", ""kind"": ""CHoCH↓"", ""level"": 8.6}, {""date"": ""20240830"", ""kind"": ""CHoCH↑"", ""level"": 8.76}, {""date"": ""20240924"", ""kind"": ""BOS↑"", ""level"": 8.89}]",0.35,strong_up,0.45,0.63,0.59,tp_sys_ok,0.85,up,0.41
688049_SH.SH,20241015,CONT,2024,202410,,,3,KCB,,,,,7.8234,,,,,,,,,up,20240927,18.447,CHoCH↑,19.331,no_retrace,尚未回踩,,,CHoCH↑,20240927,"[{""date"": ""20240724"", ""kind"": ""CHoCH↓"", ""level"": 18.021}, {""date"": ""20240913"", ""kind"": ""BOS↓"", ""level"": 16.72}, {""date"": ""20240927"", ""kind"": ""CHoCH↑"", ""level"": 18.447}]",0.39,mild_up,0.56,0.73,0.68,tp_sys_ok,0.87,up,0.48
688369_SH.SH,20241015,CONT,2024,202410,,,3,KCB,,,,,1.5991,,,,,,,,,up,20240924,13.05,CHoCH↑,13.32,no_retrace,尚未回踩,,,CHoCH↑,20240924,"[{""date"": ""20240820"", ""kind"": ""BOS↓"", ""level"": 13.7}, {""date"": ""20240902"", ""kind"": ""BOS↓"", ""level"": 13.0}, {""date"": ""20240924"", ""kind"": ""CHoCH↑"", ""level"": 13.05}]",0.37,mild_up,0.74,0.77,0.68,tp_sys_ok,0.83,up,0.46
688376_SH.SH,20241015,CONT,2024,202410,,,3,KCB,,,,,-4.9163,,,,,,,,,up,20240927,28.55,CHoCH↑,29.97,no_retrace,尚未回踩,,,CHoCH↑,20240927,"[{""date"": ""20240827"", ""kind"": ""BOS↑"", ""level"": 26.53}, {""date"": ""20240918"", ""kind"": ""CHoCH↓"", ""level"": 26.92}, {""date"": ""20240927"", ""kind"": ""CHoCH↑"", ""level"": 28.55}]",0.35,mild_up,0.49,0.69,0.62,tp_sys_ok,0.87,up,0.34
002318.SZ,20241016,EVENT,2024,202410,insider-event,"[{""name"": ""披露日"", ""date"": ""20241015"", ""detail"": ""久立特材:关于回购公司股份方案的公告暨回购报告书""}, {""name"": ""入场(T+1)"", ""date"": ""20241016"", ""detail"": ""次日开盘/回踩0.99限价""}]",2,SZ_MAIN,20241016,21.532,20241101,22.58,4.4552,12,TIME_STOP,24.97,17.498,18.739,12.48113317078834,3.053523743178932,0.26,up,20240926,20.07,CHoCH↑,20.63,no_retrace,尚未回踩,25,6,CHoCH↑,20240926,"[{""date"": ""20240816"", ""kind"": ""BOS↓"", ""level"": 19.76}, {""date"": ""20240920"", ""kind"": ""BOS↓"", ""level"": 18.66}, {""date"": ""20240926"", ""kind"": ""CHoCH↑"", ""level"": 20.07}]",0.53,mild_up,0.39,1.62,0.36,tp_sys_ok,0.85,unknown,0.45
688392.SH,20241016,EVENT,2024,202410,insider-event,"[{""name"": ""披露日"", ""date"": ""20241015"", ""detail"": ""骄成超声:关于第二期回购公司股份比例达到总股本1%暨股份回购实施结果的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20241016"", ""detail"": ""次日开盘/回踩0.99限价""}]",1,KCB,20241016,34.233,20241101,39.029,21.0504,12,TIME_STOP,47.569,25.518,25.459,39.24782396976503,-2.027884618474274,0.55,up,20240927,31.879,CHoCH↑,33.969,no_retrace,尚未回踩,2,6,CHoCH↑,20240927,"[{""date"": ""20240829"", ""kind"": ""CHoCH↑"", ""level"": 32.909}, {""date"": ""20240913"", ""kind"": ""CHoCH↓"", ""level"": 29.529}, {""date"": ""20240927"", ""kind"": ""CHoCH↑"", ""level"": 31.879}]",0.48,strong_up,0.45,1.6,0.34,tp_sys_ok,0.83,unknown,0.35
002996.SZ,20241017,EVENT,2024,202410,insider-event,"[{""name"": ""披露日"", ""date"": ""20241016"", ""detail"": ""顺博合金:关于控股股东及一致行动人增持公司股份比例达2%暨增持计划进展情况的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20241017"", ""detail"": ""次日开盘/回踩0.99限价""}]",6,SZ_MAIN,20241017,5.556,20241104,6.312,15.6613,12,TIME_STOP,6.772,4.429,20.28,21.888881689309336,-1.149772853265374,0.671,up,20240924,5.202,CHoCH↑,5.212,retrace_ok,回踩到位(接多窗口),3,40,CHoCH↑,20240924,"[{""date"": ""20240820"", ""kind"": ""BOS↓"", ""level"": 5.012}, {""date"": ""20240913"", ""kind"": ""BOS↓"", ""level"": 4.812}, {""date"": ""20240924"", ""kind"": ""CHoCH↑"", ""level"": 5.202}]",0.65,mild_up,0.37,2.49,0.49,tp_sys_ok,0.87,up,0.37
301227.SZ,20241017,EVENT,2024,202410,insider-event,"[{""name"": ""披露日"", ""date"": ""20241016"", ""detail"": ""森鹰窗业:关于控股股东及实际控制人之一致行动人暨部分董事、高级管理人员增持公司股""}, {""name"": ""入场(T+1)"", ""date"": ""20241017"", ""detail"": ""次日开盘/回踩0.99限价""}]",2,CYB,20241017,13.003,20241104,12.685,-2.838,12,TIME_STOP,15.93,9.675,25.59,7.577987888632021,-5.4578063257825775,-0.095,up,20240926,12.206,CHoCH↑,11.844,retrace_ok,回踩到位(接多窗口),3,9,CHoCH↑,20240926,"[{""date"": ""20240823"", ""kind"": ""BOS↓"", ""level"": 10.605}, {""date"": ""20240918"", ""kind"": ""BOS↓"", ""level"": 10.446}, {""date"": ""20240926"", ""kind"": ""CHoCH↑"", ""level"": 12.206}]",0.66,mild_up,0.41,2.42,0.42,tp_sys_ok,0.88,up,0.34
600079_SH.SH,20241017,CONT,2024,202410,,,3,SH_MAIN,,,,,2.0167,,,,,,,,,up,20240930,19.85,CHoCH↑,19.9,retrace_ok,回踩到位(接多窗口),,,CHoCH↑,20240930,"[{""date"": ""20240829"", ""kind"": ""BOS↑"", ""level"": 19.3}, {""date"": ""20240906"", ""kind"": ""CHoCH↓"", ""level"": 18.23}, {""date"": ""20240930"", ""kind"": ""CHoCH↑"", ""level"": 19.85}]",0.54,mild_up,0.5,1.68,0.25,tp_sys_ok,0.91,up,0.48
600828_SH.SH,20241017,CONT,2024,202410,,,3,SH_MAIN,,,,,5.7801,,,,,,,,,up,20240930,2.92,BOS↑,2.83,retrace_ok,回踩到位(接多窗口),,,BOS↑,20240930,"[{""date"": ""20240822"", ""kind"": ""CHoCH↓"", ""level"": 2.38}, {""date"": ""20240906"", ""kind"": ""CHoCH↑"", ""level"": 2.54}, {""date"": ""20240930"", ""kind"": ""BOS↑"", ""level"": 2.92}]",0.6,strong_up,0.54,1.79,0.16,tp_sys_ok,0.91,up,0.5
688443.SH,20241017,EVENT,2024,202410,insider-event,"[{""name"": ""披露日"", ""date"": ""20241016"", ""detail"": ""智翔金泰:关于以集中竞价交易方式回购股份的方案""}, {""name"": ""入场(T+1)"", ""date"": ""20241017"", ""detail"": ""次日开盘/回踩0.99限价""}]",3,KCB,20241017,25.037,20241104,29.65,17.4495,12,TIME_STOP,36.4,20.915,16.464,22.9775013879403,0.2911679068262618,1.119,up,20240930,29.2,CHoCH↑,24.99,retrace_fail,回踩跌破(突破失败),5,13,CHoCH↑,20240930,"[{""date"": ""20240903"", ""kind"": ""CHoCH↑"", ""level"": 28.0}, {""date"": ""20240912"", ""kind"": ""CHoCH↓"", ""level"": 24.59}, {""date"": ""20240930"", ""kind"": ""CHoCH↑"", ""level"": 29.2}]",0.34,mild_up,0.61,1.63,0.41,sl_too_tight,0.22,unknown,0.35
000157.SZ,20241021,EVENT,2024,202410,insider-event,"[{""name"": ""披露日"", ""date"": ""20241018"", ""detail"": ""中联重科:关于回购部分H股一般性授权的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20241021"", ""detail"": ""次日开盘/回踩0.99限价""}]",3,SZ_MAIN,20241021,6.861,20241106,7.39,7.2997,12,TIME_STOP,8.33,5.526,19.453,9.318291136472956,-2.1965688632355262,0.397,up,20240924,6.1,CHoCH↑,6.47,no_retrace,尚未回踩,7,40,CHoCH↑,20240924,"[{""date"": ""20240819"", ""kind"": ""CHoCH↑"", ""level"": 6.68}, {""date"": ""20240902"", ""kind"": ""CHoCH↓"", ""level"": 6.26}, {""date"": ""20240924"", ""kind"": ""CHoCH↑"", ""level"": 6.1}]",0.46,strong_up,0.49,1.39,0.3,tp_sys_ok,0.84,unknown,0.39
000510_SZ.SZ,20241021,CONT,2024,202410,,,3,SZ_MAIN,,,,,2.55,,,,,,,,,up,20240925,3.04,CHoCH↑,3.09,no_retrace,尚未回踩,,,CHoCH↑,20240925,"[{""date"": ""20240730"", ""kind"": ""CHoCH↑"", ""level"": 2.87}, {""date"": ""20240918"", ""kind"": ""CHoCH↓"", ""level"": 2.88}, {""date"": ""20240925"", ""kind"": ""CHoCH↑"", ""level"": 3.04}]",0.36,mild_up,0.54,0.71,0.64,tp_sys_ok,0.86,unknown,0.38
600497.SH,20241021,EVENT,2024,202410,insider-event,"[{""name"": ""披露日"", ""date"": ""20241018"", ""detail"": ""驰宏锌锗:驰宏锌锗关于以集中竞价交易方式回购股份的回购报告书""}, {""name"": ""入场(T+1)"", ""date"": ""20241021"", ""detail"": ""次日开盘/回踩0.99限价""}]",2,SH_MAIN,20241021,5.351,20241106,6.071,13.0287,12,TP2_RUNNER,6.071,4.143,22.579,23.360119603812368,-0.5606428704915012,0.596,up,20240927,5.011,CHoCH↑,5.181,no_retrace,尚未回踩,5,28,CHoCH↑,20240927,"[{""date"": ""20240723"", ""kind"": ""CHoCH↓"", ""level"": 5.101}, {""date"": ""20240902"", ""kind"": ""BOS↓"", ""level"": 4.781}, {""date"": ""20240927"", ""kind"": ""CHoCH↑"", ""level"": 5.011}]",0.55,strong_up,0.37,1.68,0.45,tp_sys_ok,0.85,up,0.44
601872.SH,20241021,EVENT,2024,202410,insider-event,"[{""name"": ""披露日"", ""date"": ""20241018"", ""detail"": ""招商轮船:招商轮船关于以集中竞价方式回购公司股份方案的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20241021"", ""detail"": ""次日开盘/回踩0.99限价""}]",4,SH_MAIN,20241021,6.724,20241106,6.344,-6.0399,12,TIME_STOP,8.254,5.339,20.603,-0.1487209994051164,-9.36942296252231,-0.274,down,20240829,7.344,CHoCH↓,8.254,retrace_ok,反抽受限(延续下跌),24,27,CHoCH↓,20240829,"[{""date"": ""20240805"", ""kind"": ""BOS↓"", ""level"": 6.986}, {""date"": ""20240816"", ""kind"": ""CHoCH↑"", ""level"": 7.384}, {""date"": ""20240829"", ""kind"": ""CHoCH↓"", ""level"": 7.344}]",0.33,strong_down,0.42,1.93,0.73,tp_sys_ok,0.59,down,0.47
603173.SH,20241021,EVENT,2024,202410,insider-event,"[{""name"": ""披露日"", ""date"": ""20241018"", ""detail"": ""福斯达:关于以集中竞价交易方式首次回购公司股份的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20241021"", ""detail"": ""次日开盘/回踩0.99限价""}]",5,SH_MAIN,20241021,17.215,20241030,21.455,24.1807,7,TP2_RUNNER,21.455,16.022,6.931,32.87830380482137,1.3941330235259786,3.553,up,20240926,16.875,CHoCH↑,16.525,retrace_ok,回踩到位(接多窗口),7,40,CHoCH↑,20240926,"[{""date"": ""20240813"", ""kind"": ""CHoCH↓"", ""level"": 20.495}, {""date"": ""20240827"", ""kind"": ""BOS↓"", ""level"": 16.485}, {""date"": ""20240926"", ""kind"": ""CHoCH↑"", ""level"": 16.875}]",0.65,mild_up,0.51,2.48,0.48,tp_sys_ok,0.89,up,0.4
000672_SZ.SZ,20241022,CONT,2024,202410,,,3,SZ_MAIN,,,,,6.816,,,,,,,,,up,20240926,5.484,CHoCH↑,5.774,no_retrace,尚未回踩,,,CHoCH↑,20240926,"[{""date"": ""20240816"", ""kind"": ""CHoCH↓"", ""level"": 5.054}, {""date"": ""20240909"", ""kind"": ""BOS↓"", ""level"": 4.964}, {""date"": ""20240926"", ""kind"": ""CHoCH↑"", ""level"": 5.484}]",0.36,mild_up,0.53,0.63,0.59,tp_sys_ok,0.87,up,0.38
